node_id,elevation_m
n1811698354,33.0
n1811698392,36.0
n1811698417,41.0
n1811698428,43.0
n1811700175,40.0
n1811700177,43.0
n1811700189,45.0
n1811700263,50.0
n1811823755,73.0
n1811823795,68.0
n1811823832,69.0
n1811823835,74.0
n1811823845,75.0
n1811823873,74.0
n1811823882,77.0
n1811823966,78.0
n1821511784,267.0
n1848134155,892.0
n1848135971,806.0
n1848135982,815.0
n1848135992,815.0
n1848136368,786.0
n1848136381,807.0
n1848136383,946.0
n1848136492,1568.0
n1848136906,1848.0
n1848136926,1838.0
n1848136949,872.0
n1848136983,1739.0
n1848137003,1708.0
n1848137043,1268.0
n1848137109,905.0
n1848137167,1620.0
n1848137179,1353.0
n1848137251,1212.0
n1848205863,122.0
n1848205869,110.0
n1848205870,115.0
n1848205872,113.0
n1848777308,146.0
n1848777309,192.0
n1848821189,162.0
n1848821514,1337.0
n1848821764,807.0
n1858242050,15.0
n1858242057,18.0
n1858242063,16.0
n1858242071,18.0
n1858261180,17.0
n1879918580,47.0
n1880368158,51.0
n1880368236,51.0
n1880368273,54.0
n1880382261,100.0
n1880382262,98.0
n1880382265,101.0
n1880382270,100.0
n1880382275,105.0
n1880382314,112.0
n1884960226,58.0
n1884960288,172.0
n1884960318,190.0
n1884960398,286.0
n1884960404,200.0
n1884960442,379.0
n1884960480,197.0
n1884960487,451.0
n1884960489,214.0
n1888786060,40.0
n1888786063,44.0
n1938599991,102.0
n1939422436,87.0
n1939426392,82.0
n1939438876,86.0
n1939470828,97.0
n1939470857,95.0
n1939485061,91.0
n1939485065,98.0
n1986849200,219.0
n1987687456,95.0
n1987687546,95.0
n1987718922,88.0
n1987938102,94.0
n1987948515,95.0
n1987954432,98.0
n1988012420,96.0
n1988646265,347.0
n2017872562,71.0
n2018049269,817.0
n2035724086,23.0
n2035724119,27.0
n2035724199,24.0
n2035724215,17.0
n2035724236,19.0
n2035724347,23.0
n2035724376,1355.0
n2035724540,25.0
n2037923584,31.0
n2037923612,33.0
n2051081334,13.0
n2051081350,13.0
n2051081359,14.0
n2051081361,14.0
n2051081375,17.0
n2051081380,13.0
n2051081415,17.0
n2051087475,14.0
n2081914187,43.0
n2081914199,14.0
n2081914208,22.0
n2081914225,24.0
n2081914303,20.0
n2081914312,19.0
n2081914509,23.0
n2081914644,17.0
n2081914769,19.0
n2081914809,21.0
n2081914890,25.0
n2081915069,23.0
n2081915079,25.0
n2081915097,21.0
n2081915098,31.0
n2081916508,131.0
n2081916510,138.0
n2081966204,829.0
n2081966213,680.0
n2083635889,442.0
n2083635899,853.0
n2083635904,613.0
n2083635911,1528.0
n2083635914,1407.0
n2083680100,1294.0
n2083680172,44.0
n2083680192,50.0
n2083680218,27.0
n2083680220,27.0
n2084596673,1201.0
n2084596680,1589.0
n2084596746,1185.0
n2084597038,752.0
n2084597051,787.0
n2084597071,771.0
n2084597075,766.0
n2084597155,791.0
n2084597157,792.0
n2084597158,807.0
n2084597259,31.0
n2084597265,30.0
n2084597284,34.0
n2084597288,31.0
n2084597292,32.0
n2084597299,27.0
n2084597301,36.0
n2084663001,1527.0
n2084663067,415.0
n2084663075,1477.0
n2084663102,1179.0
n2084663108,877.0
n2084663520,890.0
n2084663524,283.0
n2084663528,282.0
n2084692474,857.0
n2084692480,1207.0
n2084692485,387.0
n2084692486,405.0
n2084692489,1146.0
n2084877204,157.0
n2084877222,162.0
n2084877225,156.0
n2084877286,155.0
n2084877550,181.0
n2084877644,195.0
n2084877876,178.0
n2084877918,142.0
n2084878568,141.0
n2084878581,138.0
n2084878596,126.0
n2084878602,133.0
n2084899510,714.0
n2084899537,1804.0
n2084899562,1620.0
n2084899664,773.0
n2084899704,1495.0
n2084899724,1761.0
n2084956643,1431.0
n2084956655,1672.0
n2084973724,604.0
n2084974003,137.0
n2084974154,107.0
n2088368073,159.0
n2088368103,254.0
n2135985164,1118.0
n2164024425,103.0
n2164024432,103.0
n2164024433,110.0
n2164024456,112.0
n2164024459,111.0
n2164024493,115.0
n2164024538,135.0
n2164024546,163.0
n2164024621,189.0
n2164024625,213.0
n2164024763,291.0
n2164024770,655.0
n2164274584,97.0
n2164274591,95.0
n2164274603,91.0
n2164274625,94.0
n2164274639,92.0
n2164274642,92.0
n2164274662,93.0
n2164274664,94.0
n2164274679,99.0
n2164274773,108.0
n2164274807,102.0
n2164274817,100.0
n2164274830,109.0
n2164274843,99.0
n2164274878,108.0
n2164275096,106.0
n2164275197,108.0
n2164275398,128.0
n2164306427,172.0
n2164879904,1263.0
n2168187689,128.0
n2168187718,134.0
n2235251942,520.0
n2259020059,55.0
n2278578198,62.0
n2301196062,74.0
n2303854278,81.0
n2305178673,53.0
n2305178762,52.0
n2305178803,59.0
n2305178816,58.0
n2305178820,53.0
n2305919433,145.0
n2305919440,131.0
n2305919449,141.0
n2305919484,142.0
n2305919524,153.0
n2305919562,157.0
n2305975433,61.0
n2305975448,55.0
n2305975450,55.0
n2305975456,56.0
n2305975495,60.0
n2305975501,66.0
n2306119386,84.0
n2306119598,96.0
n2306471738,67.0
n2308253295,92.0
n2308253298,101.0
n2308253319,99.0
n2309538098,97.0
n2309538309,90.0
n2309749995,94.0
n2309749997,94.0
n2309750031,80.0
n2309750032,80.0
n2309750071,78.0
n2309750078,93.0
n2309750080,82.0
n2309770355,105.0
n2313104768,99.0
n2313104887,107.0
n2314868582,125.0
n2314868620,120.0
n2314868625,126.0
n2314868658,119.0
n2314934916,118.0
n2314934924,118.0
n2314935071,124.0
n2314935116,123.0
n2314935270,122.0
n2314935278,126.0
n2316320019,118.0
n2316320428,95.0
n2316320668,58.0
n2316320757,102.0
n2316320901,96.0
n2316320952,97.0
n2316321086,95.0
n2316321624,105.0
n2316321865,113.0
n2316322797,97.0
n2316322854,98.0
n2316322956,84.0
n2316322976,86.0
n2316323005,95.0
n2316323007,95.0
n2317301532,92.0
n2317301556,93.0
n2317301593,101.0
n2317301594,103.0
n2317301652,99.0
n2317301700,100.0
n2317301716,96.0
n2317301859,99.0
n2319238775,33.0
n2319238973,36.0
n2319239056,60.0
n2319239084,51.0
n2319239093,61.0
n2319239248,42.0
n2319239264,42.0
n2319239275,42.0
n2319239324,71.0
n2328052759,129.0
n2328052768,127.0
n2328052882,123.0
n2328052897,133.0
n2328052918,121.0
n2328052938,137.0
n2328052955,125.0
n2328052964,127.0
n2328052983,119.0
n2328052984,139.0
n2328077755,46.0
n2328235623,116.0
n2328235624,139.0
n2328235625,129.0
n2328235639,119.0
n2328235641,119.0
n2328235647,118.0
n2328235648,123.0
n2328371496,152.0
n2328371499,140.0
n2328371530,134.0
n2328371538,127.0
n2328371667,136.0
n2328371686,135.0
n2328371721,114.0
n2328371815,90.0
n2328371875,101.0
n2328371994,88.0
n2328371996,100.0
n2328372231,98.0
n2328372346,96.0
n2328433518,65.0
n2329496025,112.0
n2329496065,114.0
n2329496110,109.0
n2329496131,110.0
n2329587358,59.0
n2329587464,58.0
n2329587467,63.0
n2329587572,61.0
n2329587597,62.0
n2329587601,65.0
n2333029618,57.0
n2334450418,103.0
n2335379379,147.0
n2337340110,59.0
n2337340111,55.0
n2337340116,55.0
n2341503965,86.0
n2341964932,102.0
n2342017833,774.0
n2346856943,78.0
n2346856985,80.0
n2346872004,101.0
n2351398529,53.0
n2362861882,99.0
n2362861928,100.0
n2364657736,91.0
n2364657740,91.0
n2364657763,94.0
n2364657828,93.0
n2364657983,98.0
n2364658002,98.0
n2364658006,98.0
n2364658019,100.0
n2364658023,96.0
n2364658034,99.0
n2364658112,103.0
n2364658178,110.0
n2364658233,112.0
n2364658241,112.0
n2364658268,132.0
n2364711646,46.0
n2364711942,44.0
n2364711962,48.0
n2364712076,50.0
n2364712178,66.0
n2364712180,65.0
n2364712202,56.0
n2364712245,55.0
n2364712278,101.0
n2364712290,139.0
n2365222374,46.0
n2365222507,49.0
n2365236523,45.0
n2365253045,74.0
n2365381566,32.0
n2365446118,49.0
n2365446122,25.0
n2365446124,25.0
n2365446141,26.0
n2365446798,57.0
n2365446802,52.0
n2365447064,56.0
n2365447093,58.0
n2365492810,51.0
n2365492820,46.0
n2365493065,51.0
n2365493073,53.0
n2365493078,59.0
n2365493082,54.0
n2365493248,57.0
n2365493471,45.0
n2368999974,85.0
n2369000662,102.0
n2369000712,109.0
n2369000773,115.0
n2369000788,111.0
n2369051961,63.0
n2369052053,63.0
n2369273101,51.0
n2369274185,53.0
n2369274521,50.0
n2369274563,48.0
n2369274590,48.0
n2369274704,56.0
n2369274783,54.0
n2369274913,52.0
n2370824612,84.0
n2370824836,89.0
n2370824840,86.0
n2370824870,87.0
n2370824909,90.0
n2370824950,89.0
n2370928220,71.0
n2372089745,59.0
n2372089749,53.0
n2372089759,53.0
n2372089775,57.0
n2372090121,60.0
n2372090165,58.0
n2372090191,61.0
n2372090233,70.0
n2372090277,64.0
n2372091784,80.0
n2372092009,87.0
n2372092035,87.0
n2372092174,94.0
n2372135505,60.0
n2372216005,50.0
n2373378748,370.0
n2373378856,374.0
n2373378888,465.0
n2373379439,536.0
n2373379945,259.0
n2373380475,58.0
n2373380517,67.0
n2373754663,42.0
n2373754670,44.0
n2373754813,44.0
n2373755070,51.0
n2373755114,57.0
n2373755163,64.0
n2375286645,101.0
n2375286688,97.0
n2375286699,97.0
n2375286801,93.0
n2375286856,96.0
n2375287002,94.0
n2375287020,93.0
n2375287069,93.0
n2375287101,92.0
n2375287134,93.0
n2375287606,98.0
n2375401115,52.0
n2376217264,121.0
n2376217365,120.0
n2376217572,129.0
n2376217749,121.0
n2376217776,104.0
n2376218059,99.0
n2376218069,98.0
n2376218186,95.0
n2376218325,100.0
n2376218879,85.0
n2376219019,87.0
n2376219052,83.0
n2376219107,88.0
n2376219198,94.0
n2376726550,100.0
n2380443940,44.0
n2380444069,41.0
n2380444077,49.0
n2380444081,44.0
n2380444086,52.0
n2380444112,48.0
n2380444152,46.0
n2380445016,62.0
n2380445032,71.0
n2381336551,53.0
n2381336623,55.0
n2381336674,56.0
n2381336709,60.0
n2381336729,61.0
n2381336740,59.0
n2381336892,63.0
n2381337288,65.0
n2381337306,69.0
n2381337322,63.0
n2381337328,62.0
n2381337550,64.0
n2381337680,65.0
n2381337775,78.0
n2383406185,64.0
n2383406302,61.0
n2383406992,61.0
n2383407025,58.0
n2383407026,55.0
n2383407966,63.0
n2384569575,84.0
n2385333883,60.0
n2385333884,59.0
n2385333968,70.0
n2385333969,71.0
n2385334052,73.0
n2385334147,74.0
n2385334292,111.0
n2385334323,106.0
n2385334325,109.0
n2385334327,110.0
n2385334334,100.0
n2385334337,100.0
n2385334338,102.0
n2385334374,119.0
n2385334403,127.0
n2385365422,66.0
n2385461483,123.0
n2387194437,32.0
n2387194438,31.0
n2387194450,31.0
n2387209614,16.0
n2387209615,30.0
n2387209630,23.0
n2387321800,75.0
n2387379080,30.0
n2387379128,46.0
n2388581780,85.0
n2388581792,84.0
n2388581840,89.0
n2388581902,89.0
n2388581932,87.0
n2388581941,85.0
n2388581964,87.0
n2388582039,91.0
n2388582058,98.0
n2388582061,91.0
n2388582076,86.0
n2388582078,88.0
n2388582092,83.0
n2388582093,83.0
n2388582131,89.0
n2388582199,86.0
n2388582207,94.0
n2388582245,96.0
n2388582257,86.0
n2388582261,90.0
n2388582278,84.0
n2388582286,90.0
n2388582295,96.0
n2388582325,88.0
n2388582336,89.0
n2388582343,88.0
n2388582346,90.0
n2388582378,96.0
n2388582437,91.0
n2388582469,90.0
n2388582610,90.0
n2388583252,97.0
n2388583283,93.0
n2388583357,96.0
n2388583371,92.0
n2388583481,97.0
n2388583545,92.0
n2388583582,92.0
n2388583615,95.0
n2388583657,96.0
n2388583959,94.0
n2388584066,95.0
n2388584136,99.0
n2388584166,98.0
n2389736277,81.0
n2389849079,86.0
n2389849093,87.0
n2389849402,88.0
n2389849530,100.0
n2391090247,51.0
n2391090256,51.0
n2391090266,57.0
n2394032712,62.0
n2394032742,59.0
n2394032743,63.0
n2394032744,54.0
n2397498524,64.0
n2397499279,48.0
n2399678417,60.0
n2399678463,63.0
n2399678607,64.0
n2399679074,67.0
n2399679359,75.0
n2399680648,137.0
n2399680672,135.0
n2400589438,43.0
n2400590216,60.0
n2406554886,112.0
n2406554947,119.0
n2406555012,114.0
n2406555023,109.0
n2406555061,118.0
n2406555068,116.0
n2406555139,115.0
n2406555259,105.0
n2406555264,100.0
n2406555336,109.0
n2406555394,100.0
n2406555419,110.0
n2406555449,96.0
n2406555451,104.0
n2406555703,109.0
n2406555735,98.0
n2406555840,103.0
n2406555878,99.0
n2406832512,2030.0
n2453324773,103.0
n2453465503,112.0
n2453465536,107.0
n2453787921,735.0
n2453788702,153.0
n2453789204,137.0
n2453803866,1031.0
n2453831034,1159.0
n2453869882,1244.0
n2453885317,790.0
n2454056910,1008.0
n2454064626,557.0
n2454469669,784.0
n2454472096,656.0
n2454560369,281.0
n2454639707,696.0
n2454671409,867.0
n2454682229,913.0
n2454714664,1042.0
n2455232776,949.0
n2455233509,726.0
n2455234815,1020.0
n2455252873,1114.0
n2455261617,737.0
n2455262008,201.0
n2455487817,61.0
n2455547583,862.0
n2455547720,1066.0
n2455610949,1006.0
n2455611820,1192.0
n2455649793,281.0
n2455737612,796.0
n2455737681,777.0
n2455738557,1288.0
n2455738717,1471.0
n2455738940,1434.0
n2455739363,1368.0
n2455739638,1190.0
n2455740106,1148.0
n2455767725,363.0
n2455767736,338.0
n2455767779,1125.0
n245703196,877.0
n245712018,1539.0
n245712869,1430.0
n245712879,1014.0
n245713434,1163.0
n245713805,648.0
n245715084,1279.0
n245716339,20.0
n245718405,746.0
n245718886,748.0
n245719265,739.0
n245719319,28.0
n245719758,616.0
n245720344,897.0
n245720793,784.0
n245721193,43.0
n245721374,28.0
n245721402,28.0
n245721623,832.0
n245721789,985.0
n245722110,811.0
n245722195,771.0
n245722676,773.0
n245724018,20.0
n245724879,31.0
n245725007,21.0
n245725260,22.0
n245725542,20.0
n245726472,21.0
n245726723,782.0
n245726876,786.0
n245726890,788.0
n245726900,18.0
n245727350,803.0
n245729336,1183.0
n245730154,23.0
n245730234,32.0
n245730359,27.0
n245730421,952.0
n245733263,248.0
n245734694,1659.0
n245734725,1837.0
n245734913,1325.0
n245735161,49.0
n245736642,584.0
n245736680,302.0
n245736763,1158.0
n245740891,152.0
n245741477,76.0
n245742040,101.0
n245742517,43.0
n245742786,97.0
n245743129,68.0
n245743301,42.0
n245744358,38.0
n245746222,43.0
n245746382,141.0
n245746450,43.0
n245747168,45.0
n245747571,59.0
n245747949,46.0
n245748259,48.0
n245748445,63.0
n245749159,48.0
n245749456,85.0
n245749553,66.0
n245749879,54.0
n245750491,81.0
n245750666,80.0
n245750735,70.0
n245750830,82.0
n245751172,109.0
n245751208,1185.0
n245751501,137.0
n245752909,190.0
n245753197,113.0
n245754786,86.0
n245755696,293.0
n245755760,108.0
n245756019,113.0
n245756087,111.0
n245756196,95.0
n245756784,105.0
n245756840,107.0
n245756851,97.0
n245757075,120.0
n245757368,120.0
n245758145,128.0
n245758716,149.0
n245759186,105.0
n245759220,101.0
n245761083,147.0
n245761323,129.0
n245761953,190.0
n245763040,191.0
n245764348,271.0
n245764416,271.0
n245765431,1046.0
n2458530473,778.0
n2458530481,779.0
n2458560891,700.0
n2459028334,788.0
n2459028343,790.0
n2459028911,900.0
n2459029135,897.0
n2459029361,1006.0
n2459029890,1464.0
n2459080018,1894.0
n2459081537,1630.0
n2459083045,1654.0
n2459083878,1699.0
n2459084757,1424.0
n2459237780,870.0
n2459237894,718.0
n2459238130,1247.0
n2459238723,1153.0
n2459389894,899.0
n2459390094,987.0
n2459390150,988.0
n2459390851,909.0
n2459391977,662.0
n2459392034,1198.0
n2459393316,2068.0
n2459393755,2106.0
n2459394026,1574.0
n2459411796,636.0
n2459555211,505.0
n2461541978,40.0
n2461541988,54.0
n2461542193,77.0
n2461542719,66.0
n2461543334,36.0
n2461543337,35.0
n2461543712,32.0
n2461543721,36.0
n2461543749,24.0
n2461559375,91.0
n2461559405,77.0
n2461559962,73.0
n2461589429,72.0
n2461590040,37.0
n2461590248,25.0
n2461590406,49.0
n2461590435,51.0
n2461590503,40.0
n2461590513,52.0
n2461590774,128.0
n2461591932,74.0
n2461651941,26.0
n2461651978,28.0
n2461652000,29.0
n2461652133,45.0
n2461652362,34.0
n2461652682,19.0
n2461652793,26.0
n2461653330,39.0
n2461653364,27.0
n2461653370,31.0
n2461653447,27.0
n2461653448,33.0
n2461653482,40.0
n2461653701,36.0
n2461654137,55.0
n2461654208,53.0
n2461654590,31.0
n2461654941,46.0
n2461654957,45.0
n2461655120,18.0
n2461655167,42.0
n2461655204,17.0
n2461655226,18.0
n2461989325,166.0
n2461989528,796.0
n2461992757,556.0
n2461994318,837.0
n2462047096,99.0
n2462048559,179.0
n2462048708,62.0
n2462048830,512.0
n2462049049,58.0
n2463170723,2445.0
n2463170748,2406.0
n2463226654,4122.0
n2463226722,3921.0
n2463226845,3822.0
n2463227466,3353.0
n2463227579,2084.0
n2463233843,2187.0
n2463277084,2549.0
n2463277463,2091.0
n2463277836,1527.0
n2463278738,1868.0
n2463562012,439.0
n2463562063,481.0
n2463562075,476.0
n2463562122,348.0
n2463562124,341.0
n2463562241,363.0
n2463562266,367.0
n2463577546,568.0
n2463577603,563.0
n2463577661,296.0
n2463577662,300.0
n2463577698,252.0
n2463577704,255.0
n2463594047,243.0
n2463594294,307.0
n2463594422,266.0
n2463594556,338.0
n2463594807,193.0
n2463595413,199.0
n2463596036,366.0
n2463596055,292.0
n2463618261,445.0
n2463629447,833.0
n2463653700,277.0
n2463653710,271.0
n2463654457,426.0
n2463654535,650.0
n2463655758,714.0
n2463715273,287.0
n2463753117,1097.0
n2463753376,568.0
n2463754150,295.0
n2463754154,346.0
n2463770993,1570.0
n2463771438,1040.0
n2463790687,590.0
n2463790694,613.0
n2463790889,639.0
n2463790943,1114.0
n2463791557,1103.0
n2463791620,1165.0
n2463791787,1250.0
n2463791866,1299.0
n2463792539,1622.0
n2463799464,602.0
n2463799666,953.0
n2463799898,886.0
n2463823632,1596.0
n2463823701,1694.0
n2463823949,1665.0
n2463824656,1098.0
n2463824706,1136.0
n2463824847,1489.0
n2463825168,1653.0
n2463825218,1403.0
n2463836987,1107.0
n2463837024,759.0
n2463837057,707.0
n2463837758,443.0
n2463837876,1264.0
n2463838086,1013.0
n2463838187,442.0
n2463838258,408.0
n2463838404,472.0
n2463838578,595.0
n2463838904,380.0
n2463838917,427.0
n2463851509,612.0
n2463851515,596.0
n2463851756,451.0
n2463851825,489.0
n2463851843,513.0
n2463852172,786.0
n2463852503,902.0
n2463864174,1003.0
n2463864214,994.0
n2463864246,1017.0
n2463864409,994.0
n2463864878,871.0
n2464680589,88.0
n2464680599,84.0
n2464680604,84.0
n2464680609,81.0
n2464680617,81.0
n2464680624,78.0
n2464680698,120.0
n2464680699,122.0
n2464680718,136.0
n2464680719,130.0
n2464680891,159.0
n2465028551,132.0
n2465028612,124.0
n2465028697,127.0
n2465029054,136.0
n2465029122,139.0
n2465029185,154.0
n2465087558,153.0
n2465087563,149.0
n2465087567,151.0
n2465087583,152.0
n2465087593,145.0
n2465087604,219.0
n2465087612,181.0
n2465087617,209.0
n2465087639,222.0
n2465087648,129.0
n2465087658,152.0
n2465117885,289.0
n2466195236,54.0
n2466195250,31.0
n2466195264,37.0
n2466195269,34.0
n2466195304,44.0
n2466195324,154.0
n2466195325,158.0
n2466195329,178.0
n2466232340,39.0
n2466232379,34.0
n2466232400,29.0
n2466232493,35.0
n2466232736,16.0
n2466232777,21.0
n2466232788,91.0
n2466232890,26.0
n2466233598,30.0
n2466233616,35.0
n2466233663,50.0
n2466233743,24.0
n2466233780,31.0
n2466235028,153.0
n2466235098,211.0
n2466235144,180.0
n2466235249,145.0
n2466235899,408.0
n2466236049,366.0
n2466242806,263.0
n2466242906,267.0
n2466243335,201.0
n2466417653,49.0
n2466417657,51.0
n2466417660,60.0
n2466417668,80.0
n2466417678,115.0
n2468512457,47.0
n2468512460,49.0
n2468512483,74.0
n2468512495,74.0
n2468512499,79.0
n2468512506,76.0
n2468512536,76.0
n2468512559,78.0
n2468512574,77.0
n2468512603,80.0
n2468739393,23.0
n2468739394,24.0
n2468739446,25.0
n2468739658,15.0
n2468740362,75.0
n2468740366,77.0
n2468740561,119.0
n2468740925,131.0
n2468742473,439.0
n2468762614,628.0
n2468762902,469.0
n2468762922,342.0
n2468762958,272.0
n2468762970,266.0
n2468763133,222.0
n2468783269,144.0
